Correct word      Predicted word
894लेती   लेटी
895मताशबीह   मुताशभिह
896राबिया   रबिया
897सर्वशक्तिमान   सर्वशक्तिमण
898क्यूरेतारो   कुरेतारो
899राउटर   रॉउटर
900काउंटरों   काउंटरोन
901स्कुलक्लार्क   स्कूलक्रर
902क्रॉप्स   स्रॉप्स
903उर्वरकता   उरवर्कता
904फिजियोथेरी   फिजियोरी
905ठुकराकर   ठुक्राकर
906छिट   छित
907ठाकरे   थाकरी
908धब्बे   ढब्बे
909कांटों   कान्तों
910वेरिएंट   वारियंट
911कदारपुर   कदरपुर
912सलाई   सला
913जार्ज   जर्ज
914रूटे   रूटी
915रिकॉग्निशन   रिकोग्निजेशन
916स्काॅटिश   स्कोटिश
917फटाफट   फतफत
918ऊल्थर्   उल्तर
919निखार   निखर
920विराटचा   विरतचा
921खर्चीली   खर्चिली
922उड़ेलते   उडेल्ट
923नंगे   नांगे
924बेइमानी   बीमानी
925धर्मानुराग   धर्मनुनरग
926उतराई   उत्राई
927रायफल   राइफल
928दाल   डल
929एआरसी   आर्क
930नींद   निंड
931कोइलवर   कोइलोवर
932ट्रुपर   ट्रूपर
933परनाना   परनना
934फ्लॉवर   फ्लोवर
935रैकल   राइकल
936कालोनियां   कोलोनियां
937डाली   दाली
938गनबोट   गुनबुआट
939टोंग   टॉंग
940तारीफ़   तारिफ
941गर्ल्स   गिर्ल्स
942दगाबाज   दगबाज
943ओटो   एटो
944घराट   घरत
945स्वाती   स्वती
946कागज़ी   कागा़़ी
947सच्चिदानंदन   सचिदानंद
948हाईजैक   हिजक
949यूलिप   युलिप
950माहुल   महुल
951कोकराझार   कोर्राघर
952बचाएं   बचायें
953पोलोथिनों   पोलोथिन्स
954काट्जू   कतजू
955पिछड़ेपन   पिछ्ड़़प़न
956वाटर्स   वेटर्स
957नज़राना   नाज़राना
958मिसालें   मिसले
959रिडेल   रीडेल
960सफलरूप   सफललीप
961ढूंढे   ढुंढे
962शेरू   शेरुउ
963स्टिफर्ड   स्टिफफोर्ड
964ब्रह्माणी   ब्रह्मणी
965मणीरत्नम   मनिरत्मम
966खिलौना   खिलोना
967दालों   डलो
968प्राइमरली   प्रिमरली
969जन्मशती   जनमशाती
970रोएलोफ्स   रोलेफोस
971स्पाइक   स्पाके
972अम्मू   अन्मुम
973स्पि्रंग   स्प्रिंग
974ढीठ   धिथ
975आधुनिकीकरण   अधुनिकीकरण
976चहचहाहट   चह्चहहह
977इतालवी   इतलवी
978कालोनियों   कोलोनियों
979बनवाए   बनवा
980शहनवाज   शहनावाज
981ठिठोली   तिठोली
982डायनासोरों   देनासोरों
983वध   वाध
984बलहीन   बल्हिन
985सुजान   सुजन
986अर्थिंग   आयर्थिंग
987चित्रकारों   चित्रकरों
988मोहपात्रा   मोहापत्र
989सालुनखे   सललंखे
990डबरा   दबरा
991मेंभले   मेमभले
992रमणीकभाई   रामाििकभाई
993जर्मेनिकस   जर्मानिकस
994टीएनओ   टीएन
995निरक्षरता   निरक्षर्तत
996सन्ता   संता
997प्राचीनतम   प्रचीनतम
998सदस्यांमधील   सदस्यानमधील
999अव्यावहारिक   अव्यवाहारिक
1000सनटैक   सन्टैक
1001अवधियां   अवधिया
1002सुवर्ण   सुबरना
1003जकड़   जक्ड
1004पैरॉक्साइड   पैरोक्साइड
1005अवश्यमेव   अवश्येमवे
1006सोमालियाई   सोमालिया
1007दर्रे   दररे
1008फैशनबल   फेशिनेबल
1009मडियाहूं   मारियाहू
1010आश्रित   अश्रित
1011उपलब्धता   उप्लभ्धता
1012शहर   शेहर
1013हिन्दी   हिंदी
1014धँसाकर   धनसाकर
1015प्रस्ताव   प्रस्तव
1016नितीनकुमार   नितिनकुमार
1017वास्तविकता   वस्तवििकता
1018हबीबुन्निसा   हाबिबुनसिसा
1019सिनेहस्ती   सिनेहस्ति
1020सौदों   सोडों
1021एपीडेमोलॉजिस्ट   इपिडिमोलोजिस्ट
1022प्रिंसली   प्रिंकल
1023ग्राइडर   ग्रिडर
1024विश्नासर   विश्णासर
1025मोनल   मोनाल
1026एब्यूमिन   अबुमिन
1027बॉयल   बोयाल
1028कर्मवीरो   करममीवो
1029बैन   बन
1030शूकर   शुकर
1031इंद्रध्वज   इन्द्रा्ववाज
1032जटिलताओं   जितिलाओओं
1033इको   ईसीओ
1034जवेरी   जावेरी
1035शिनाख्त   शिनाखता
1036प्रभाशुभप्रचारणी   प्रभाभारुपश्रानणक
1037क्षमतावान   क्षमतवन
1038माराविला   मराविलाला
1039बोडेन   बोडें
1040भूतहा   भूता
1041अवसन्नन   अवसननन
1042जीरामन   जिरामन
1043घुमाती   घुमती
1044कुकुनूर   क्यूकुनर
1045बनाबट   ब्नाबत
1046जीसैट   जीएसईटी
1047सिर्फ   सिआरएफ
1048जगजीतसिंह   जग्जिसिंह
1049जम्बुमणि   जम्बुमानी
1050विश्लेषणों   विश्लेशन
1051कलयुग   कल्युग
1052सलाहियत   सललहित
1053मुदिका   मुडिका
1054आडमिशन   ऑडमिशन
1055मिटाना   मिताना
1056रायट   रायत
1057सच्चिदानंदन   सशिदानंदन
1058शिवादेवी   शिवदेवी
1059टाइटन   तितन
1060ब्रेकीथेरेपी   ब्रीकिथेथरी
1061कीकर   किकर
1062केडर   कैडर
1063ढूंढते   ढूंधते
1064जीई   जे
1065रूपए   रुपये
1066दलबीर   डलबीर
1067रहशयोद्घाटन   रहशययोद्घतन
1068डिफेंसिव   डेफेंसिव
1069सिकुड़ी   सिकुडी
1070फ्लिंटॉफ   फ्लिनटॉफ
1071रुफिल   रूफिल
1072बताऊंगा   बातौंगा
1073द्विसहस्राब्दी   दिवसाहास्बरदी
1074मापता   मपाता
1075हते   हटे
1076शाहरूद   शहरुद
1077कनेक्टिंग   कनेंक्टिंग
1078क्लिंजर   क्लींसर
1079एचईसी   हेक
1080सरसता   सरस्ता
1081लाईलाल   लैलाल
1082थैंक्स   थ्नक्स
1083जीवंतता   जिवंत्त
1084सर्वानुक्रमणिका   सर्वनुक्रमणिका
1085प्रतिक्रियाशील   प्रतिक्रियशील
1086फैलाएं   फैलयें
1087अर्थनीति   अर्थानिति
1088अवास्तविक   अवस्त्वेक
1089आरआईपीवी   रिप्व
1090चित्त   चिठ्ठा
1091पुनरावलोकन   पुनरावलोककन
1092मेक्रोनी   मैक्रोनी
1093सलवार   सालवर
1094ब्रोकिंग   ब्रॉकिंग
1095स्पैसिफिकेशन्स   स्पेसिफिकेशंस
1096बागरा   बगरा
1097करिहारी   करिहरी
1098फैरी   फेयरी
1099इनसभी   इंसाभी
1100म्लादेनाविच   म्लादनेवििक
1101पड़ा   पाड़ा
1102कृष्णवर्णेय   कृष्णवरनणेय
1103सिगनल   सिग्नल
1104द्रश्यो   द्राश्यो
1105हानिकाक   हनीकक
1106असमानताएं   असमान्तयें
1107परसाद   परसाड
1108जोडते   जोर्टे
1109पैरोडी   परोडी
1110एडिडास   अदीदास
1111ओजोन   ओजों
1112बचाएं   बचायन
1113अनुप्रिय   अनुप्रिया
1114दल   डल
1115दोगुने   डोगुने
1116टांका   टनका
1117मातंग   मतंग
1118उद्घोष   उद्धोघोष
1119माहौल   महौउल
1120चर्यपूर्वक   चार्यपूर्वक
1121ओछी   ओची
1122पुनर   पुनार
1123पिछड़ेपन   पिछदेपनन
1124डूंडवा   दुंडवा
1125दिमाग   डिमाग
1126फरिश्ते   फ़ीर्षेट
1127दाहसंस्कार   दाहसंसकार
1128झाड़ोल   झडोल
1129सत्तास्वप्न   सत्तस्वप्पन
1130इनहैंसिंग   इन्हैंसिंग
1131जहर   ज़हर
1132हयग्रीव   हयाग्रीव
1133युलरवाद   युलरवाड
1134बस्तियां   बस्तिया
1135बोडेन   बोडें
1136कृतित्व   कृतत्व
1137मुड़ने   मुदाने
1138बालाएं   बलाएं
1139मेवाड़ी   मेवाडी
1140हजीरा   हाजिरा
1141आविष्कारों   अविष्कारों
1142बचते   बच्ते
1143कमिटी   कमिमीटी
1144जंजीरा   जनजिरा
1145एलेजिक   इलेजिक
1146तेलीय   तेलिया
1147एलविस   एल्विस
1148पाञ्चजन्य   पज्जन्य
1149स्टेटमैन   स्तैत्मन
1150ग्रंथ   ग्रांथ
1151डेट   डीब्ट
1152तोलोग   टोलोग
1153गोरेगावपर्यंतचा   गोरेपपर्ययंतचा
1154लांगुरिया   लंगुरिया
1155मिप्राथकता   मिप्राथ्ताका
1156कंट्रोल्ड   कन्ट्रोल्ड
1157एंडरसन   एंडरसों
1158तंत्रज्ञानमंत्री   तंत्रज्ञानममन्ती
1159अकवूर   अकावूर
1160अशासकीय   अशासकी
1161एसिटेट   एसेटे
1162सीआईआरआर   सीआरआर
1163जुर्माने   जुरमाने
1164अलास्का   अलस्का
1165अशासकीय   अशक्सीये
1166कतई   कटाई
1167ब्रो   बीआरओ
1168परीक्षणों   परिक्षणों
1169पारंपरिक   परममपरिक
1170स्त्रीत्व   स्तृत्व
1171रोडियो   रेडियो
1172स्प्लिट   स्पिलिट
1173कपोलों   कोपूलों
1174जीवनहीन   जीवनहीं
1175पद्य   पड़्या
1176शिवसूत्राणि   शिवसुत्रणी
1177मातानुकु   मतनाकु
1178अरिचा   अरीचा
1179पूराना   पुराना
1180गुस्टावो   गुस्तवो
1181सीहोर   सेहोर
1182माहूरकर   महुरकर
1183विश्लेषणात्मक   विश्लेशनात्मक
1184नरेवाडी   नारेवाडी
1185रामायण   रामयना
1186नौटंकी   नोटांकी
1187प्रोमोशनसाठी   प्रोमोटीनसाठी
1188खुदवा   खुड़वा
1189ग्रामीणों   ग्रामिनों
1190मेनका   मेंका
1191डुबायेंगे   दुबाएंगे
1192जटिलता   जतिलता
1193जूडी   जुदी
1194संयुक्तता   समयुक्तता
1195देवदार   डिओडर
1196थपथपाने   थापपापने
1197राउंड्स   रॉउंड्स
1198शुरूआती   शुरुआती
1199लंगड़ाकर   लंगड़कर
1200जगदीशपुर   जग्दिशपुर
1201जनसूचना   जनासुचना
1202बबलेश्वर   बबलेशश्वर
1203फॉइल   फोइल
1204स्वतंत्र   स्वतांत्र
1205हिसा   हिंसा
1206हेल्थखोज   हेल्थथोज
1207उपलव्ध   उपलब्ध
1208रामराजपुरा   रामारपुुरा
1209अलगाववाद   अलगववाड़
1210नामों   नमों
1211तबस्सुम   तबस्सम
1212मूलमंत्र   मुलमंत्र
1213चौंसठ   चौसाथ
1214फ्रेंकफोर्ट   फ्रैंकफोर्ट
1215सुकमा   सुक्मा
1216सप्तर्षि   सप्तर्शी
1217इंडोर्समेट   इंडर्सममे
1218शिवहर   शेओहर
1219संचारविपणन   संचरविपपन
1220कलाकारिओं   कलाकारियों
1221संयोजक   सनयोजक
1222पाश्चात्य   पासचत्या
1223ह्यूअर   ह्युअर
1224दिलवाए   दिलवा
1225मिजुओ   मिज़ोहों
1226मोरवी   मोरावी
1227निम्र   निआईएमआर
1228राष्ट्रीयकृत   रष्ट्रीयेरकरत
1229अलगाववाद   अलगववाद
1230बटलैंड   बुललैंड
1231घूमती   घूमटी
1232बनवाए   बनवाये
1233दिलीप   दिलिप
1234गलतफहमी   गलततेेहमी
1235आंनद   आनंद
1236मौर्य   मोर्या
1237लाहोल   लहोल
1238जिनसाकू   जिनसाकु
1239नासमझा   नासमझझ
1240गर्भगृह   गर्भग्रह
1241पीपीपी   पिपिपी
1242सीने   सिने
1243अलेक्जेंद्रा   अलेक्जेंड्र
1244आशुरा   अशुरा
1245साहबों   सहाबों
1246विष्व   विश्वा
1247भागीरथी   भागीराठी
1248हैवान   हेववन
1249नरईपुर   नरैपुर
1250खण्ड   खांड
1251फैब्रिक   फ़ब्रिक
1252बारहों   बरहों
1253दिमागी   डिमागी
1254मासूम   मसुम
1255फैरी   फेरी
1256यॉन्सी   योंसी
1257नवनीन   नवनिन
1258मार्केटनियामक   मर्केत्निमयक
1259प्रीस्ट   प्रिस्ट
1260सिगनलों   सिग्नालों
1261दिंगबर   डिंगबर
1262छाया   चाया
1263खुर्दा   खुरदा
1264रुग्णताओं   रुगनातां
1265पूर्वपालिकाध्यक्ष   पूर्ववालिक्षयक्ष
1266राजेश्वरी   रागशशावी
1267ज़िल्ला   जिल्ला
1268वारियर   वरियार
1269कांटी   कान्ती
1270कृषिराज्यमंत्री   कृष्रीज्यममनर्ती
1271पोसण्याचे   पोसन्याचे
1272जागृत   जगरात
1273आधी   आधि
1274वादकों   वडकों
1275मैगनस   मैग्नस
1276चुरामनी   चुरममणी
1277मेनका   मेनाका
1278डव   डोवे
1279त्रिपुरी   त्रिपुरा
1280जटवाड़ा   जतवाड़ा
1281टिकता   तिकता
1282मलापल्ली   मालापल्ली
1283इरफानमुम्बई   इरफाननमुंबाई
1284इट्स   आईटीएस
1285भगोसा   भागोसा
1286छुपी   छूपी
1287घाटी   घटी
1288संदीपा   संदिपा
1289प्रोस्पेक्टस   प्रॉस्पेक्टस
1290उगाना   उगना
1291भगवन्ता   भगवंतता
1292तात्या   तट्ट्या
1293योगफल   योगाफल
1294इकट्ठी   इकात्ठी
1295पैकेजिंग   पैकाजिंग
1296रोस्टर   रॉस्टर
1297उपभोक्तावाद   उपभोक्तवाद
1298जानकार   जनकर
1299हालिया   हलिया
1300कमच्छा   कमचचा
1301रपट   रपत
1302भूलने   भुलने
1303जेफरी   जियफ्री
1304नक्शेकदमों   नक्षेकदकमों
1305जरयान   ज़र्यान
1306भेजेगी   भेजोगी
1307ओझल   ओजल
1308दंगे   डंंगे
1309माफ   माफ़
1310ब्लॉगरों   ब्लॉगरें
1311बालासाहब   बालसाहब
1312खगड़िया   खागड़िया
1313जागकर   जगकर
1314ढलवाने   ढालवाने
1315शैलेंद्रनाथ   शैलेन्द्रनाथ
1316दुकान   दुकन
1317फेल्टन   फल्टन
1318सोनगरा   सोंगरा
1319लुढ़का   लुथका
1320खुदवा   खुड़ावा
1321वॉरीअर   वारिययर
1322खासदारकीपर्यंत   खसद्रीकपर्यंत
1323बाईक   बैक
1324नगीना   नागीना
1325हैश   हश
1326नीतिगत   नितिगत
1327लाते   लेट
1328बॉथम   बाठम
1329ऐज   एजे
1330सीने   सेकेनी
1331सहस्रचंद्र   सहस्राचंद्र
1332हेमधापुर   हेमदापुर
1333दाहिने   दहीने
1334लापरवाहियों   लपरवाहियों
1335बहिराणा   बहिराना
1336कहलाएगी   कहलागी
1337क्षमाशील   क्षममिल
1338बेग्म   बेगुम
1339कनिका   कानिनिका
1340जनसूचना   जनसुंचा
1341बुलडोजर्स   बुलडॉज़र्स
1342सुभ्रांशु   सुभ्रंसु
1343घरवलों   घरवालों
1344नाभि   नभी
1345पडगी   पड़ी
1346लातेहार   लतेेहार
1347इंद्रद्युम   इन्द्रद्युम
1348तिकोने   टिकोने
1349ग्लेशियरों   ग्लीसियरों
1350बंगलासाहिब   बंगलासाहि
1351जटिलताओं   ज्तिलताओं
1352सुधरने   सुध्रने
1353ढाणियों   धनियों
1354लेसूथो   लेसोथो
1355पूस   पुस्स
1356व्हिडिओ   विडियो
1357जुनशान   जुनशां
1358शिगाफ़्ता   शिगाफ़ता
1359पुनरावलोकन   पुन्रवलोचन
1360अश्वाहन   अश्वहन
1361डेहरीवाल   देहरीवाल
1362डायनामोमीटर   डायनोमोमीटर
1363जताने   ज्टान
1364नानकी   ननकी
1365भविष्यवाणियों   भविष्ववानयों
1366ब्लैंक्सवेड   ब्लांक्सवाडे
1367महाकौशल   महाकौशाल
1368शिगारा   शिगरा
1369शताक्षी   शतक्षी
1370साज   साज़
1371आलिशान   आलिशन
1372सरलागढ़   सर्लगढढ
1373फिसले   फिसली
1374अंतरालों   अंत्रलों
1375ओस्टियोपारोसिस   ओस्टियोपरोसिस
1376हुनर   हुनार
1377हमशहर   हमशाहर
1378एलीशियम   एलिशियम
1379प्रमोदने   प्रमोडने
1380रिडेल   रेडेल
1381केलैडॉर   सेलेडर
1382वॉरियर   वारियर
1383अध्ययनावकाश   अध्यानावक्षा
1384फटे   फीटे
1385सरकार   सरकर
1386गढकरी   गढ़कारी
1387गरीबों   गरिबों
1388रैकल   रैकेल
1389नंगलीगोधा   नंगलिगोढ़ा
1390निएंटिक   नियंटिक
1391सार्डिन्स   सार्डिंस
1392लिगा   लिंगा
1393तमीज़ाह   तमिज़ह
1394यूएसडीए   उस्दा
1395भरेदवाह   भारेडवाह
1396परिमाण   परिमां
1397यतीम   यतिम
1398ढाणी   ढानी
1399मिठुराम   मिथुरम
1400कव्वाल   कववाल
1401रेवनहिल   रेवेनिहल
1402कक्षाएं   कशेएं
1403द्रोपदी   ड्रोपाड़ी
1404अहमदाबादशी   अहमाबादश्धी
1405जुलना   जुलाना
1406आदमीकिरणों   आद्मिकीरणों
1407कागज़ी   कागजी
1408षष्ठ   शश्ठ
1409हाउसेस   हाउस
1410सायुष   सयुश
1411स्मृतिभ्रंस   स्मृतिभ्रन्स
1412टोबेगो   टोबैक्ोो
1413आयोजिक   आयोजित
1414जीयनपुर   जियानपुर
1415बताएगी   बताएेगी
1416नगरसेन   नागरसेन
1417मोरक्कन   मोर्ककान
1418ज़िन्दान   ज़िनदन
1419ब्राई   ब्रीई
1420मोलर   मोलार
1421पेनिनसुला   पेनिन्सुला
1422क़ाज़ी   काजी
1423रेक़ा   रेका
1424वालीवा   वलीवा
1425जनसूचना   जनसुचना
1426कंजेशन   कंजज़िन
1427बढ़ाएं   बढ़ायें
1428अग्ली   यूएली
1429मढ़ी   माधी
1430लैंडीबाग   लंदीबाग
1431हांशी   हंशी
1432चुननी   चुन्नी
1433अर्थनीति   अर्थनिति
1434डाली   डली
1435अक्कतर   अक्काटर
1436एफीलिएटिड   एफ़िलिटेड
1437मांगें   मंगें
1438सेवक   सेवाक
1439कोशिकीय   कोश्कीय
1440स्नाइपर   स्निपर
1441शोल्डर   शाउल्डर
1442अलगू   अल्गु
1443जयसवाल   जैसवाल
1444दुघर्टना   दूर्घानना
1445पद्य   पैडी
1446कुसंस्कार   कुसांसकर
1447मागासलेपणापासून   मागसलेपनासासून
1448व्यापकता   व्यापक्ता
1449हाइड्रोक्वीनाइन   हाइड्रोक्यून
1450तथामार्ग   तामामर्ग
1451अब्रू   अब्रु
1452प्रौढ़प्रौढ़   प्रौध्धपौध
1453टाकिया   टकिया
1454अख़्तर   अख्तर
1455उड़िसा   ओडिसा
1456फुटबल   फूटबॉल
1457मोलाह   मोला
1458शासकीय   शासकी
1459मानसिकता   मनसिकता
1460चनागश्ती   चनाग्ष्टि
1461एट्रेसिया   अत्रेसिया
1462कागज़ों   कागगों
1463रूटे   रूते
1464भयानक   भयनक
1465सिगनलों   सिगनाोलों
1466याप्रकरणामध्ये   यप्रकरणामध्ये
1467वडीलांच्या   वादीलांच्या
1468सिंह   सिन्हा
1469जैसानी   जैसनी
1470बवंडर   बावनदर
1471नीति   नीती
1472जागती   जगती
1473प्रतिनिधत्व   प्रतिनिधित्व
1474मुल्हेर   मुल्हर
1475जनसूचना   जनासूच्ना
1476झर   ज़र
1477मेडीसिन   मेडिसिन
1478बददिली   बदादिली
1479बिराह   बिरह
1480कात्यायनी   कट्यायनी
1481कोहे   कोह
1482गर्भगृह   गर्भागृह
1483शेफर्ड   शेफार्ड
1484वर्चुअलाइज्ड   विर्ुुएलाइजड
1485दंप्रसंकीधारा   दंप्रसंसििरा
1486नाजायज़   नाजायज
1487क्षमादान   क्षमदन
1488रंगनायकम्मा   रंगनायकमम्
1489अगस्त   एगुस्ट
1490कालोनियों   कोलोन्यों
1491भविष्यवाणियां   भाविश्यवननीन
1492बाइप्रोडेक्टस   बाइप्रॉडेक्ट्स
1493रामदेवबाबा   रामदेबबाबा
1494उतराई   उत्रयी
1495कादियान   कडियाना
1496संपर्कित   सम्पर्कित
1497बरामदों   बारमदों
1498मुख्तार   मुखतार
1499दुरूह   दुर्रुह
1500बंग्ला   बंगला
1501ताकि   तकी
1502सोम   सोओएम
1503नौसिखियाँ   नौसिखियां
1504शिनाख्त   शिनख्त
1505गणराज्य   गनराज्या
1506परमगुरु   परममुगु
1507सुखाते   सुखते
1508साइम्युलेटेड   सिमुलेटेड
1509सतनालीवासियों   सत्नालवासियों
1510कॉमर्शियल्स   कमर्शिलल
1511स्टेनोग्रफर   स्टेनोग््रफीयर
1512भांदुर   भंडुर
1513गोपालमठ   गोपालमाथ
1514गयुआ   गायु
1515महाराणा   महरना
1516भागते   भगते
1517हतोत्साहित   हतोससाहित
1518जाड़े   जडे
1519तराशी   ताराशी
1520चलबिचल   चालबीचल
1521शेर्जिगर   शेरजिगर
1522शरारती   शररत्ती
1523फ्राइडलैंड   फ्रीडलैंड
1524पिपराकोठी   पिपरकोठठी
1525लीकस्टार   लेक्स्टर
1526गुफ्तगू   गुफतुगु
1527सेटों   सेटनों
1528बारहों   बरहों
1529मुखलेफ़ीन   मुखलेफून
1530हिचकिचाते   हिच्कीचते
1531हॉल्ट   हल्ट
1532कुशलेन्द्र   कुशालेंद्र
1533रंगरसिया   रंग्रसिया
1534दोहरू   दोहरु
1535इंडिपेंडेंस   इंडेपेंडेंस
1536सुदिप्ता   सुदिप्त
1537भूखों   भुखों
1538पार्लियामेंट   पार्लिमेंट
1539प्रतिक्रियाशील   प्रतिक्रिययशील
1540कव्वाल   क़वाल
1541फिजा   फिज़ा
1542ताजुल   ताजूल
1543हेनिज   हेनिज़
1544शनिदेवता   शनेदेवता
1545गेल   गेयल
1546लौरेट्स   लॉर्ट्स
1547मोड़कर   मोडाकर
1548उठे   यूथे
1549सांप्रदायिकता   सं्प्रदयियकत
1550अर्थतंत्र   अर्थ्तनंत्र
1551कैनेडी   कनेदी
1552चुनौतियों   चुनोथियों
1553स्त्रोत्र   स्ट्रोट्रा
1554शावक   शावका
1555तनीशा   तनिशा
1556महाविद्यालयसम्बद्व   महाविव्यल्वसदसाबवीच
1557शेवरियर   स्वेवियर
1558कैनबरा   कैनबेरा
1559प्रो   पीआरओ
1560बग़ैर   बैगर
1561नजरें   नाजरेन
1562हावत   हवात
1563सुधामय   सुधामयय
1564नॉक   केएनओक
1565सवालों   सववोलों
1566लॉरगेट   लोरगाट
1567नक्सलवादी   नकलवााड़ी
1568रायरंगपुर   रायंंगपुर
1569सीडान   सेडन
1570तेंदूमंता   तेन्दूमंता
1571राखें   रखें
1572बोस्टन   बोस्टोन
1573नक्सलवादियों   नक्लववादियों
1574मासूमों   मसुमों
1575सूचनाऐं   सुचनाएं
1576डुमरा   दुमरा
1577संस्कारों   संस्करों
1578बताएगी   बतायेगी
1579फुफाटे   फुफते
1580क्रिकेटरों   क्रिकेटरर
1581सेनापतित्व   सेनापेत्तिव
1582श्रीगंगागनगर   श्रीगंगननगर
1583विषमतेविरुद्ध   विशमतेविरुद्ध
1584ब्रेडले   ब्रैडली
1585छुपाऊँ   छुपाऊं
1586मासूमों   मसूमों
1587निवारण   निवरन
1588गुडरुपारा   गुद्रुपारा
1589सिंधुघोष   सिंधुगोस
1590अन्तव्र्यवहार   अंतत्र्यवहर
1591बताऊंगा   बतौंगा
1592घनघोर   घांोोर
1593कुरिन्थियों   कोरिन्थियन
1594निभया   निभाया
1595राखियां   राखियाँ
1596लमखगा   लामखागा
1597पेपरवेट   पेपरवैट
1598पिग   पीज
1599शारिरिक   शरीरिक
1600झाड़ोल   झरोल
1601चोर्डिया   चोरडिया
1602कात्यायनी   कट्ययीनी
1603कचौरी   काचुरी
1604धनार्थी   धनन्र्थी
1605उदयराज   उदयरयज
1606परग्रह   पररग्ह
1607लयबद्ध   लायबद्ध
1608दगाबाज   दगाबाजा
1609पुष्पीय   पुष्पीया
1610बुजुर्गबंधु   बुजुरगाबंधु
1611तपस्विनी   तप्सविनी
1612सिद्दिकुल्ला   सिद्दिकुल्लाह
1613धर्मावलम्बी   धर्ममलल्बी
1614संसिक्त   संसिकत
1615पहुंचना   पहुंचाना
1616स्वभाव   स्वभभ
1617ऋणके   रिनके
1618आर्या   अर्य
1619करलखा   करलाखा
1620अंतकरण   अंतकरणण
1621अंहकार   अहंकर
1622क्लेग   सीएल
1623चित्रकारों   चित्रकरों
1624पकते   पक्ते
1625संप्रग   सम्पराग
1626गालव   गल्व
1627होल्ड   हॉल्ड
1628टाकिया   ताकिया
1629बलदाऊ   बललाऊऊ
1630फरमाएँ   फ़रमाएं
1631भरती   भाराती
1632लाजिमी   लजमी
1633टाइफून   टियफून
1634दंडपानी   दंदापानी
1635माण्डले   मंडेल
1636छेड़ेंग   छेडेंग
1637जीवंतता   जीवनताता
1638रैंडी   रेंडी
1639हुऐ   हुए
1640बंबे   बम्बे
1641काशाबा   कशाबा
1642असदउदु्दीन   असदुद्दीन
1643वॉल्टर   वाल्टर
1644करलेंटो   कर्लेंटो
1645रिन   रिआन
1646क्षमाशील   क्षममील
1647पेद्द   पेडा
1648अनुकूलित   अनुकुलित
1649धोरणाने   धोरनने
1650चिरिमिरीसाठी   चिरिमीरीसाठी
1651थोपिए   थोपिये
1652मिठाईयों   मिठाइयों
1653सच्चिदानंदन   सत्तिदानन्दन
1654संवेदनहीन   संवेदनहीं
1655जलांजलि   जलांजली
1656हॉप्स   होप्स
1657जामे   जमे
1658फुटबल   फूटबल
1659वेजी   वाइजी
1660जानिए   जनिये
1661धृक   ध्रिक
1662प्रोटोकोल   प्रोटोकल
1663सुन्नियों   सुनिनोयों
1664चाटते   चटते
1665सभागणों   सभागनों
1666ड्राई   द्रे
1667फ्लेक्स   फ्लैक्स
1668पलक्कड   पललककड़
1669व्यभिचारकी   व्याभिचार्की
1670धर्मादायकडे   धर्मायाकडे
1671रिकार्डर्स   रिकॉर्डर्स
1672टकराता   तकरता
1673जन्नत   जननात
1674गांधीपेठ   गंधिपेठ
1675वोधगया   वोढ़गाया
1676बिल्डआउट   बिल्डूट
1677बक्सर   बकसार
1678क्रूज़   क्रूइस
1679गोएथे   गोयेेे
1680क्यूबा   कूबा
1681मांगीबाई   मंगीबाई
1682फु   फू
1683पियरे   पीयरे
1684गुर्दा   गुरडा
1685परिमाण   परिमाना
1686पथकांमधील   पठकामंधील
1687कागज़ी   कागजी
1688उद्योगिकीकरण   उद्योगीकिकरण
1689विट्टु   वित्तू
1690खनिकों   खनिजों
1691जूडी   जूड़ी
1692सकलिंग   सैकलिंग
1693गुजरा   गुजारा
1694नामांतरण   नामंतरण
1695झालावाड़   झलावाद
1696आशीर्वचन   आशीर्वाचन
1697जुईकलां   जुइकलन
1698श्यामदेव   स्यामदेव
1699इंदू   इंडी
1700देवरिपु   देवरीपु
1701मैगजिन   मैग्जिन
1702कोकराझार   कोकराजर
1703हत्था   हाथा
1704सोमान   सोमन
1705चौंसठ   चौंसाथ
1706बच्चों   बछों
1707सुरसाधकों   सूरसाधकों
1708महिलाओंपैर   महिलाओंपर
1709उड़िसा   ओडिस्सा
1710उपलब्धियां   उप्लब्धियां
1711जॉइंट्स   जोइंट्स
1712उद्देश्यपरक   उद्देशीपररक
1713जसीला   जसिला
1714कोरम   कोराम
1715पेनल्टी   पेनेल्टी
1716ब्रह्माणी   ब्रह्ममिणी
1717महाश्मशान   महाश्म्शण
1718रोडपर्यंतच्या   रोपडर्यंतच्या
1719ऋ   रे
1720मुंह   मून
1721स्थलांतरण   स्थालनंतर
1722हाईपरटेंशन   हाइपर्टेंशन
1723हिमायतपुरधाम   हेमेतेपूर्धम
1724दैवज्ञ   दैवग्य
1725पहलवी   पहलावी
1726पॉपुलर्स   पोपुलर्स
1727पंडालों   पंडलों
1728ग्रंथो   ग्रांथो
1729कॉन्ग   कॉंग
1730ज्योंतिर्लिग   ज्यों्तिर्लिग
1731जलांजलि   जलंजली
1732ओछी   औची
1733प्रतिनिधिगण   प्रतिनिधिगन
1734फैलाकर   फैलकर
1735जायल   जयाल
1736स्किप   एसकीआईपी
1737बीबीएयू   ब्बौउ
1738हयग्रीव   हयाग्रीव
